name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183128 731370000   0.574149 0.616555 1.12642
anonymous:0 1603183128 741212000   0.572402 0.619251 1.1229
anonymous:0 1603183128 751026000   0.570072 0.622488 1.11945
anonymous:0 1603183128 761437000   0.568317 0.625525 1.11611
anonymous:0 1603183128 771122000   0.566433 0.62877 1.11274
anonymous:0 1603183128 781274000   0.564445 0.632155 1.10953
anonymous:0 1603183128 801220000   0.560347 0.639034 1.10343
anonymous:0 1603183128 821630000   0.555693 0.646424 1.09729
anonymous:0 1603183128 831027000   0.553274 0.650315 1.09472
anonymous:0 1603183128 841099000   0.55108 0.654262 1.09192
anonymous:0 1603183128 851161000   0.548446 0.658491 1.0894
anonymous:0 1603183128 861368000   0.545979 0.662646 1.08677
anonymous:0 1603183128 871055000   0.543992 0.666571 1.08433
anonymous:0 1603183128 880925000   0.541599 0.670776 1.08212
anonymous:0 1603183128 890203000   0.539227 0.674773 1.0795
anonymous:0 1603183128 899596000   0.537066 0.678881 1.07745
anonymous:0 1603183128 909669000   0.534294 0.683141 1.07536
anonymous:0 1603183128 919384000   0.53179 0.687269 1.07313
anonymous:0 1603183128 929434000   0.529844 0.691414 1.07116
anonymous:0 1603183128 940834000   0.52696 0.695723 1.06919
anonymous:0 1603183128 950736000   0.524614 0.699911 1.06746
anonymous:0 1603183128 961019000   0.522528 0.703842 1.06565
anonymous:0 1603183128 971112000   0.520322 0.708027 1.0642
anonymous:0 1603183128 981431000   0.517786 0.712276 1.06266
anonymous:0 1603183128 990858000   0.515635 0.716309 1.06122
anonymous:0 1603183129 1234000   0.513458 0.720424 1.06004
anonymous:0 1603183129 11259000   0.510683 0.724648 1.05854
anonymous:0 1603183129 21252000   0.508574 0.728595 1.05732
anonymous:0 1603183129 31024000   0.506374 0.732485 1.05617
anonymous:0 1603183129 40751000   0.503569 0.736661 1.0551
anonymous:0 1603183129 51404000   0.501365 0.740617 1.05429
anonymous:0 1603183129 60972000   0.499104 0.744652 1.05353
anonymous:0 1603183129 71036000   0.496904 0.748637 1.05268
anonymous:0 1603183129 81282000   0.494681 0.752673 1.05235
anonymous:0 1603183129 91204000   0.492702 0.756397 1.05162
anonymous:0 1603183129 101076000   0.490478 0.760168 1.05097
anonymous:0 1603183129 111779000   0.488214 0.764054 1.05064
anonymous:0 1603183129 121048000   0.486109 0.767797 1.05041
anonymous:0 1603183129 130931000   0.484095 0.771307 1.05021
anonymous:0 1603183129 140842000   0.481459 0.775275 1.04993
anonymous:0 1603183129 150783000   0.488826 0.77881 1.05389
anonymous:0 1603183129 161013000   0.47709 0.782633 1.04949
anonymous:0 1603183129 170662000   0.475464 0.786355 1.04959
anonymous:0 1603183129 180782000   0.471924 0.790201 1.04968
anonymous:0 1603183129 189748000   0.469052 0.793889 1.04965
anonymous:0 1603183129 200543000   0.466719 0.79755 1.04996
anonymous:0 1603183129 210873000   0.46423 0.801234 1.05049
anonymous:0 1603183129 220882000   0.461656 0.805146 1.05118
anonymous:0 1603183129 230701000   0.458793 0.809115 1.05159
anonymous:0 1603183129 240642000   0.45608 0.812956 1.05206
anonymous:0 1603183129 250705000   0.462414 0.816517 1.05712
anonymous:0 1603183129 260994000   0.45071 0.820442 1.05341
anonymous:0 1603183129 270961000   0.447916 0.824399 1.05428
anonymous:0 1603183129 281217000   0.445189 0.828366 1.05515
anonymous:0 1603183129 291440000   0.442355 0.832383 1.05614
anonymous:0 1603183129 301450000   0.439407 0.836387 1.05713
anonymous:0 1603183129 311639000   0.436527 0.840363 1.05807
anonymous:0 1603183129 321345000   0.442262 0.844106 1.06305
anonymous:0 1603183129 331275000   0.439537 0.848206 1.06396
anonymous:0 1603183129 340813000   0.428063 0.852724 1.06083
anonymous:0 1603183129 350877000   0.424748 0.856988 1.06157
anonymous:0 1603183129 361220000   0.421798 0.861213 1.06252
anonymous:0 1603183129 371183000   0.418719 0.86553 1.06352
anonymous:0 1603183129 381555000   0.415901 0.869963 1.06464
anonymous:0 1603183129 391005000   0.413105 0.874417 1.06584
anonymous:0 1603183129 400761000   0.409983 0.87886 1.06661
anonymous:0 1603183129 411771000   0.406852 0.883337 1.06753
anonymous:0 1603183129 421274000   0.404094 0.88777 1.0687
anonymous:0 1603183129 431034000   0.40084 0.892455 1.06953
anonymous:0 1603183129 440999000   0.397877 0.897181 1.0706
anonymous:0 1603183129 450863000   0.395287 0.901648 1.0717
anonymous:0 1603183129 461228000   0.392427 0.906098 1.07276
anonymous:0 1603183129 470976000   0.389704 0.91049 1.07403
anonymous:0 1603183129 481674000   0.386617 0.915124 1.07509
anonymous:0 1603183129 491473000   0.383554 0.919784 1.07635
anonymous:0 1603183129 500931000   0.38092 0.924457 1.07776
anonymous:0 1603183129 511410000   0.378113 0.928824 1.07866
anonymous:0 1603183129 520880000   0.375485 0.933303 1.07999
anonymous:0 1603183129 530795000   0.372308 0.937907 1.08126
anonymous:0 1603183129 540849000   0.369464 0.942222 1.08281
anonymous:0 1603183129 551087000   0.366723 0.946334 1.08408
anonymous:0 1603183129 561278000   0.364329 0.950408 1.08559
anonymous:0 1603183129 571482000   0.362194 0.956347 1.08653
anonymous:0 1603183129 580767000   0.359314 0.958237 1.0892
anonymous:0 1603183129 610985000   0.351597 0.96792 1.09477
anonymous:0 1603183129 631151000   0.347302 0.976149 1.09792
anonymous:0 1603183129 641073000   0.343445 0.976754 1.1018
anonymous:0 1603183129 681223000   0.334561 0.987094 1.10908
anonymous:0 1603183129 711065000   0.325587 0.990699 1.11807
anonymous:0 1603183129 721355000   0.323365 0.991718 1.11974
anonymous:0 1603183129 761452000   0.31111 0.996558 1.13025
anonymous:0 1603183129 771522000   0.310542 0.996616 1.13163
anonymous:0 1603183129 801590000   0.308697 0.997186 1.14453
anonymous:0 1603183129 831095000   0.291554 0.997645 1.14856
anonymous:0 1603183129 851480000   0.29424 0.996212 1.15775
anonymous:0 1603183129 911755000   0.266166 0.992152 1.16741
anonymous:0 1603183130 10943000   0.235319 0.972084 1.18419
anonymous:0 1603183130 20138000   0.232139 0.970103 1.1834
anonymous:0 1603183130 30693000   0.227526 0.969304 1.18498
anonymous:0 1603183130 40375000   0.23214 0.963919 1.19066
anonymous:0 1603183130 91478000   0.206755 0.946932 1.18984
anonymous:0 1603183130 101593000   0.211619 0.942716 1.19415
anonymous:0 1603183130 111757000   0.200408 0.938901 1.19096
anonymous:0 1603183130 121742000   0.196818 0.934734 1.19072
anonymous:0 1603183130 131147000   0.193566 0.930241 1.19089
anonymous:0 1603183130 141295000   0.190513 0.925728 1.19106
anonymous:0 1603183130 151069000   0.186955 0.921178 1.19057
anonymous:0 1603183130 161447000   0.183729 0.916469 1.19044
anonymous:0 1603183130 171227000   0.180712 0.91139 1.19003
anonymous:0 1603183130 181429000   0.177975 0.906389 1.18959
anonymous:0 1603183130 190598000   0.175378 0.900713 1.18907
anonymous:0 1603183130 201154000   0.172482 0.89519 1.18843
anonymous:0 1603183130 211433000   0.170193 0.889402 1.18783
anonymous:0 1603183130 221143000   0.167811 0.88371 1.18719
anonymous:0 1603183130 231177000   0.164845 0.87815 1.18635
anonymous:0 1603183130 240920000   0.162807 0.871917 1.18548
anonymous:0 1603183130 251254000   0.159941 0.866369 1.18396
anonymous:0 1603183130 261408000   0.157425 0.860561 1.18296
anonymous:0 1603183130 271106000   0.155249 0.854415 1.18175
anonymous:0 1603183130 281598000   0.15316 0.84833 1.18041
anonymous:0 1603183130 290797000   0.161567 0.841964 1.18076
anonymous:0 1603183130 301408000   0.15968 0.83564 1.17938
anonymous:0 1603183130 310828000   0.157888 0.82928 1.17789
anonymous:0 1603183130 321101000   0.156109 0.822998 1.17623
anonymous:0 1603183130 331292000   0.154358 0.816844 1.17444
anonymous:0 1603183130 341182000   0.152609 0.810847 1.17252
anonymous:0 1603183130 351051000   0.150743 0.804855 1.1704
anonymous:0 1603183130 361159000   0.148853 0.798922 1.1682
anonymous:0 1603183130 371226000   0.147116 0.793112 1.166
anonymous:0 1603183130 381053000   0.145399 0.787277 1.16363
anonymous:0 1603183130 391018000   0.143672 0.781464 1.16109
anonymous:0 1603183130 401122000   0.142069 0.775779 1.15849
anonymous:0 1603183130 411222000   0.1405 0.770013 1.15596
anonymous:0 1603183130 421576000   0.138996 0.764217 1.15348
anonymous:0 1603183130 431149000   0.137687 0.758535 1.15108
anonymous:0 1603183130 441140000   0.136683 0.752858 1.1485
anonymous:0 1603183130 451227000   0.135485 0.747418 1.14598
anonymous:0 1603183130 461252000   0.134583 0.741978 1.14338
anonymous:0 1603183130 471262000   0.133568 0.736701 1.14075
anonymous:0 1603183130 481323000   0.132844 0.73152 1.13818
anonymous:0 1603183130 491217000   0.124355 0.725857 1.13144
anonymous:0 1603183130 500998000   0.124386 0.720669 1.1287
anonymous:0 1603183130 511121000   0.124382 0.715459 1.12575
anonymous:0 1603183130 531346000   0.124365 0.705413 1.1209
anonymous:0 1603183130 541188000   0.124674 0.700587 1.11775
anonymous:0 1603183130 551203000   0.125607 0.695695 1.11533
anonymous:0 1603183130 561014000   0.126199 0.691013 1.11228
anonymous:0 1603183130 571353000   0.127223 0.686363 1.1098
anonymous:0 1603183130 580817000   0.128442 0.681709 1.10714
anonymous:0 1603183130 591093000   0.129812 0.677205 1.10459
anonymous:0 1603183130 601354000   0.131346 0.672684 1.10206
anonymous:0 1603183130 611282000   0.133224 0.668091 1.09978
anonymous:0 1603183130 621311000   0.135522 0.663558 1.09768
anonymous:0 1603183130 631184000   0.137476 0.659013 1.09558
anonymous:0 1603183130 641131000   0.13986 0.65465 1.09386
anonymous:0 1603183130 651054000   0.141864 0.650423 1.09218
anonymous:0 1603183130 661232000   0.144309 0.646229 1.09064
anonymous:0 1603183130 671057000   0.147071 0.642048 1.08949
anonymous:0 1603183130 681599000   0.149647 0.637764 1.08854
anonymous:0 1603183130 691305000   0.152416 0.633833 1.08752
anonymous:0 1603183130 701608000   0.154817 0.629694 1.08697
anonymous:0 1603183130 711316000   0.157692 0.62578 1.08643
anonymous:0 1603183130 721250000   0.160298 0.621894 1.08625
anonymous:0 1603183130 730946000   0.16272 0.618153 1.08651
anonymous:0 1603183130 741058000   0.165128 0.614514 1.0869
anonymous:0 1603183130 750992000   0.167441 0.610897 1.08729
anonymous:0 1603183130 761225000   0.169777 0.607368 1.0882
anonymous:0 1603183130 771225000   0.171715 0.604105 1.08932
anonymous:0 1603183130 781632000   0.173663 0.600889 1.09044
anonymous:0 1603183130 791094000   0.175321 0.597974 1.09206
anonymous:0 1603183130 801449000   0.176987 0.594908 1.09367
anonymous:0 1603183130 811362000   0.178245 0.592172 1.09565
anonymous:0 1603183130 821505000   0.179322 0.589301 1.0979
anonymous:0 1603183130 831098000   0.180748 0.586515 1.10032
anonymous:0 1603183130 841350000   0.181418 0.58403 1.10301
anonymous:0 1603183130 851169000   0.182278 0.581631 1.1061
anonymous:0 1603183130 861575000   0.18275 0.579297 1.10914
anonymous:0 1603183130 871065000   0.183022 0.577081 1.1126
anonymous:0 1603183130 881132000   0.182913 0.57491 1.11594
anonymous:0 1603183130 891318000   0.182634 0.57276 1.11954
anonymous:0 1603183130 901261000   0.181815 0.570687 1.12297
anonymous:0 1603183130 911329000   0.181158 0.568891 1.12666
anonymous:0 1603183130 921408000   0.187478 0.568304 1.13516
anonymous:0 1603183130 931374000   0.179394 0.56603 1.13339
anonymous:0 1603183130 941432000   0.184157 0.565237 1.14358
anonymous:0 1603183130 951401000   0.182098 0.563929 1.14772
anonymous:0 1603183130 961340000   0.180352 0.562545 1.15222
anonymous:0 1603183130 971397000   0.178177 0.561261 1.15671
anonymous:0 1603183130 991012000   0.167482 0.558847 1.15839
anonymous:0 1603183131 889000   0.16488 0.557815 1.16277
anonymous:0 1603183131 10491000   0.161874 0.557188 1.16708
anonymous:0 1603183131 20209000   0.158398 0.556646 1.17143
anonymous:0 1603183131 29760000   0.155246 0.555906 1.17569
anonymous:0 1603183131 39823000   0.151538 0.555566 1.17947
anonymous:0 1603183131 50668000   0.147579 0.555197 1.18333
anonymous:0 1603183131 60492000   0.143399 0.555025 1.18725
anonymous:0 1603183131 70894000   0.139195 0.554827 1.19124
anonymous:0 1603183131 81147000   0.134726 0.554883 1.19466
anonymous:0 1603183131 90845000   0.130237 0.554989 1.19836
anonymous:0 1603183131 101062000   0.12563 0.554777 1.20217
anonymous:0 1603183131 111027000   0.120758 0.554579 1.20551
anonymous:0 1603183131 131306000   0.110715 0.555643 1.21156
anonymous:0 1603183131 141192000   0.105385 0.555977 1.2144
anonymous:0 1603183131 151001000   0.0998501 0.55673 1.21728
anonymous:0 1603183131 161556000   0.0945487 0.557426 1.21958
anonymous:0 1603183131 171205000   0.0889965 0.558565 1.22204
anonymous:0 1603183131 181439000   0.083314 0.559541 1.22405
anonymous:0 1603183131 190842000   0.0775131 0.560598 1.22575
anonymous:0 1603183131 200875000   0.0716302 0.561717 1.22764
anonymous:0 1603183131 211737000   0.0661126 0.562785 1.22946
anonymous:0 1603183131 221126000   0.0601073 0.563827 1.23073
anonymous:0 1603183131 231079000   0.0540793 0.565316 1.23172
anonymous:0 1603183131 250756000   0.0417402 0.568392 1.23394
anonymous:0 1603183131 261642000   0.0356395 0.569589 1.23496
anonymous:0 1603183131 271151000   0.0291175 0.571177 1.23566
anonymous:0 1603183131 281404000   0.0225226 0.572442 1.2362
anonymous:0 1603183131 291341000   0.0158035 0.57385 1.23634
anonymous:0 1603183131 301103000   0.00955655 0.574894 1.23686
anonymous:0 1603183131 311371000   0.00253642 0.576725 1.23662
anonymous:0 1603183131 321515000   -0.0039077 0.577783 1.23705
anonymous:0 1603183131 431139000   -0.066952 0.611259 1.22839
anonymous:0 1603183131 471042000   -0.0921428 0.622351 1.22295
anonymous:0 1603183131 521459000   -0.12401 0.638126 1.2138
anonymous:0 1603183131 540935000   -0.136666 0.644436 1.21034
anonymous:0 1603183131 551114000   -0.1427 0.647751 1.20781
anonymous:0 1603183131 901471000   -0.302644 0.804075 1.1102
anonymous:0 1603183132 581947000   -0.481212 0.740869 1.33801
anonymous:0 1603183132 590922000   -0.484396 0.737037 1.33854
anonymous:0 1603183132 601233000   -0.487753 0.733408 1.33891
anonymous:0 1603183132 631111000   -0.497544 0.721753 1.33949
anonymous:0 1603183132 640794000   -0.500675 0.717777 1.33946
anonymous:0 1603183132 651067000   -0.504187 0.713781 1.3393
anonymous:0 1603183132 661359000   -0.507856 0.709735 1.33919
anonymous:0 1603183132 671126000   -0.511405 0.705655 1.33886
anonymous:0 1603183132 681280000   -0.514798 0.701403 1.33861
anonymous:0 1603183132 691335000   -0.518456 0.697166 1.33838
anonymous:0 1603183132 701512000   -0.522229 0.692959 1.33796
anonymous:0 1603183132 721253000   -0.530045 0.684547 1.33713
anonymous:0 1603183132 731728000   -0.533688 0.68011 1.3365
anonymous:0 1603183132 741544000   -0.537631 0.675717 1.33594
anonymous:0 1603183132 751198000   -0.541795 0.671316 1.3353
anonymous:0 1603183132 761629000   -0.545981 0.66695 1.33464
anonymous:0 1603183132 771325000   -0.549928 0.662446 1.33389
anonymous:0 1603183132 781247000   -0.554019 0.657925 1.33316
anonymous:0 1603183132 791056000   -0.558358 0.653596 1.33232
anonymous:0 1603183132 801352000   -0.562746 0.64911 1.33141
anonymous:0 1603183132 811577000   -0.567043 0.644404 1.33062
anonymous:0 1603183132 821331000   -0.571259 0.639837 1.3296
anonymous:0 1603183132 831305000   -0.575893 0.63506 1.32871
anonymous:0 1603183132 841410000   -0.58029 0.630417 1.32793
anonymous:0 1603183132 861247000   -0.588892 0.62084 1.32641
anonymous:0 1603183132 891386000   -0.601833 0.606657 1.32385
anonymous:0 1603183132 901674000   -0.606123 0.601964 1.32297
anonymous:0 1603183132 981618000   -0.640262 0.564468 1.31864
anonymous:0 1603183132 991018000   -0.644386 0.559967 1.31807
anonymous:0 1603183133 1341000   -0.648244 0.555562 1.31769
anonymous:0 1603183133 11202000   -0.652183 0.551157 1.31725
anonymous:0 1603183133 20809000   -0.656172 0.546833 1.31678
anonymous:0 1603183133 31096000   -0.659857 0.542591 1.31626
anonymous:0 1603183133 41040000   -0.663933 0.538225 1.31583
anonymous:0 1603183133 51281000   -0.667156 0.53393 1.31541
anonymous:0 1603183133 61115000   -0.671159 0.529477 1.31511
anonymous:0 1603183133 71048000   -0.674224 0.525276 1.31461
anonymous:0 1603183133 111142000   -0.687692 0.507753 1.31219
anonymous:0 1603183133 130166000   -0.693949 0.498421 1.31081
anonymous:0 1603183133 139951000   -0.696288 0.493532 1.30993
anonymous:0 1603183133 149824000   -0.703552 0.480843 1.30664
anonymous:0 1603183133 159791000   -0.701189 0.482129 1.30769
anonymous:0 1603183133 170566000   -0.710774 0.474348 1.30263
anonymous:0 1603183133 180651000   -0.712298 0.469313 1.30109
anonymous:0 1603183133 190117000   -0.71371 0.463409 1.29958
anonymous:0 1603183133 200981000   -0.714724 0.457422 1.29796
anonymous:0 1603183133 210840000   -0.71521 0.451069 1.29635
anonymous:0 1603183133 221093000   -0.715539 0.444453 1.29462
anonymous:0 1603183133 230997000   -0.715388 0.437697 1.29284
anonymous:0 1603183133 241077000   -0.715212 0.430705 1.29091
anonymous:0 1603183133 251265000   -0.714183 0.423504 1.28892
anonymous:0 1603183133 261020000   -0.713213 0.41619 1.28698
anonymous:0 1603183133 270997000   -0.711724 0.408853 1.28521
anonymous:0 1603183133 281345000   -0.710274 0.401297 1.28343
anonymous:0 1603183133 290928000   -0.70833 0.393939 1.28163
anonymous:0 1603183133 301176000   -0.7064 0.386385 1.2797
anonymous:0 1603183133 311020000   -0.704276 0.378841 1.27789
anonymous:0 1603183133 321292000   -0.702051 0.37148 1.27629
anonymous:0 1603183133 331018000   -0.699597 0.363818 1.27471
anonymous:0 1603183133 341134000   -0.697147 0.356528 1.27307
anonymous:0 1603183133 351003000   -0.694555 0.349071 1.27179
anonymous:0 1603183133 360448000   -0.691586 0.341824 1.27024
anonymous:0 1603183133 370842000   -0.688985 0.334412 1.26906
anonymous:0 1603183133 381103000   -0.685887 0.327161 1.26781
anonymous:0 1603183133 391028000   -0.682787 0.319949 1.26668
anonymous:0 1603183133 401501000   -0.679587 0.313023 1.26566
anonymous:0 1603183133 411238000   -0.676441 0.305844 1.26472
anonymous:0 1603183133 420935000   -0.673228 0.299112 1.26386
anonymous:0 1603183133 431817000   -0.670091 0.292311 1.26293
anonymous:0 1603183133 441335000   -0.6667 0.285728 1.26209
anonymous:0 1603183133 451112000   -0.663435 0.279215 1.2615
